datetime,path,label,description
2024-04-07_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-07_180000.npy,wind warning high winds heavy rain spring tides,"Low impact NSWWS wind warning currently in force over NW Scotland high winds in the S and W, especially far SW England heavy rain, mainly in the N and W and more so E/S/Central Scotland spring tides enhancing potential for impacts"
2024-04-08_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-08_000000.npy,high winds heavy rain spring tides,"high winds in the S and W, especially far SW England heavy rain, mainly in the N and W and more so E/S/Central Scotland spring tides enhancing potential for impacts"
2024-04-08_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-08_060000.npy,high winds heavy rain CB/TS spring tides,"high winds in the S and W, especially far S W England heavy rain, mainly in the N and W, especially E/S/central Scotland risk CB/TS in S/SE later today spring tides enhancing potential for impacts"
2024-04-08_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-08_120000.npy,high winds heavy rain CB/TS spring tides,"high winds in the S and W, especially far S W England heavy rain, mainly in the N and W, especially E/S/central Scotland risk CB/TS in S/SE later today spring tides enhancing potential for impacts"
2024-04-08_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-08_180000.npy,high winds heavy rain spring tides,high winds mainly coastal S and W UK tonight heavy rain mainly S Scotland spring tides enhancing potential for impacts
2024-04-09_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-09_000000.npy,windy day persistent/heavy rain spring tides,windy day across the UK today persistent/heavy rain for some (mainly S Scotland) spring tides enhancing potential for impacts
2024-04-09_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-09_060000.npy,windy day persistent/heavy rain spring tides,windy day across the UK today persistent/heavy rain for some (mainly S Scotland) spring tides enhancing potential for impacts
2024-04-09_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-09_120000.npy,Storm Pierrick Rainfall warning rain,Storm Pierrick clearing into the North Sea Rainfall warning still in force until 1800 local for parts of Scotland rain over parts of Scotland from tomorrow’s system
2024-04-09_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-09_180000.npy,rain warming trend,less rain in SE areas a warming trend short-term
2024-04-10_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-10_000000.npy,rain warming trend,less rain in SE areas a warming trend short-term
2024-04-10_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-10_060000.npy,rain warming trend,less rain in SE areas a warming trend short-term
2024-04-10_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-10_120000.npy,rain warming trend,less rain in SE areas a warming trend short-term
2024-04-10_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-10_180000.npy,rain warming trend,little rain in S /E areas a warming trend short -term
2024-04-11_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-11_000000.npy,rain low cloud,little rain away from W/NW hills Low cloud an issue for aviation at times
2024-04-11_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-11_060000.npy,rain low cloud stronger winds,little rain away from W/NW hills Low cloud an issue for aviation at times brief spell of stronger winds for Scotland later Friday and on Saturday
2024-04-11_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-11_120000.npy,rain stronger winds low cloud,little rain away from W/NW areas a brief spell of stronger winds for far NW/N Scotland later Friday and again for Scotland during Saturday Low cloud an issue for aviation at times
2024-04-11_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-11_180000.npy,rain low cloud,little rain away from W/NW areas Low cloud an issue for aviation at times
2024-04-12_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-12_000000.npy,rain low cloud frontal waves,little rain away from W/NW areas Low cloud an issue for aviation at times passage of frontal waves to the N of Britain
2024-04-12_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-12_060000.npy,rain warm cold,little rain away from W/NW areas warm for many today and tomorrow rather cold W -NW’y by Sunday
2024-04-12_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-12_120000.npy,21.5C cooler W -NW’y,21.5C at London St James’s Park and Northolt today cooler W -NW’y by Sunday
2024-04-13_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-13_060000.npy,21.5C 22C W-NW’ly Frontal wave Pm airmass,21.5C at London St James’s Park and Northolt Friday 22C N London into SE East Anglia colder W-NW’ly Sunday Frontal wave crosses the N tomorrow cooler Pm airmass to its rear
2024-04-13_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-13_120000.npy,21.6C colder W -NW’ly Frontal wave cooler Pm airmass,21.6C at Writtle (14Z) – highest in UK so far this year colder W -NW’ly Sunday Frontal wave crosses the N tomorrow change to cooler Pm airmass to its rear
2024-04-13_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-13_180000.npy,Colder Frequent showers,"Colder nationwide on Sunday, particularly in the S/SE Frequent showers in the N easing temporarily later tonight but then redeveloping further SE through Sunday and reaching all areas by Monday"
2024-04-14_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-14_000000.npy,Colder Frequent showers,"Colder nationwide on Sunday, particularly in the S/SE Frequent showers in the N easing temporarily later tonight but then redeveloping further SE through Sunday and reaching all areas by Monday"
2024-04-14_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-14_060000.npy,Colder Frequent showers gusty winds,Colder nationwide today Frequent showers in the N easing temporarily later tonight gusty winds reaching all areas by Monday
2024-04-14_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-14_120000.npy,"Colder, showery regime gusty winds","Colder, showery regime in the NW extending to all parts over the next 24hrs gusty winds likely on Monday"
2024-04-14_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-14_180000.npy,showery regime gusty winds,"showery regime in the NW extending to all parts, particularly on Monday gusty winds likely on Monday"
2024-04-15_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-15_000000.npy,showery regime gusty winds,showery regime in the NW extending to all parts by late morning gusty winds likely on Monday
2024-04-15_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-15_060000.npy,"Colder, showery regime Windy gusty","Colder, showery regime extending to all parts this morning Windy at times particularly gusty today"
2024-04-15_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-15_120000.npy,"Cold, showery regime Windy gusty","Cold, showery regime for most Windy at times particularly gusty today"
2024-04-15_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-15_180000.npy,Cold showery regime Windy gusty,Cold for most showery regime for most Windy at times particularly gusty at first
2024-04-16_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-16_000000.npy,Cold showery regime Windy,Cold for most showery regime for most Windy at times
2024-04-16_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-16_060000.npy,Cold showery regime Windy,Cold for most Showery regime for most Windy at times
2024-04-16_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-16_120000.npy,Cold showery regime Windy,Cold for most showery regime for most Windy at times
2024-04-16_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-16_180000.npy,Cold showery regime Windy,Cold for most Showery regime for most Windy at times
2024-04-17_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-17_000000.npy,Breezy showery regime night frost,Breezy for most at first Showery regime for most at first Night frost in places
2024-04-17_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-17_060000.npy,Breezy showery regime night frost,Breezy for most at first Showery regime for most at first Night frost in places
2024-04-17_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-17_120000.npy,rain/showers night frost,some rain/showers some night frost in places – particularly Wednesday night
2024-04-17_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-17_180000.npy,rain night frost,rain in the N Thursday night frost in places – particularly current night
2024-04-18_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-18_000000.npy,rain night frost,rain in the N today night frost in places – notably this morning
2024-04-18_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-18_060000.npy,rain night frost,rain coming SE today night frost in places
2024-04-18_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-18_120000.npy,rain showery night frost,"rain coming SE showery in the S tomorrow night frost, especially W/NW"
2024-04-18_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-18_180000.npy,rain showery Patchy frost higher maxima,rain coming SE showery in S tomorrow Patchy frost in clearer areas Friday night higher maxima restricted to W and then NW areas
2024-04-19_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-19_000000.npy,rain showery Patchy frost higher maxima,some rain coming SE showery in S tomorrow Patchy frost in clearer areas Friday night higher maxima restricted to W and then NW areas
2024-04-19_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-19_060000.npy,showers temperatures patchy frost,Showers clearing south today Temperatures below average in the north and east Patchy frost tonight
2024-04-19_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-19_120000.npy,showers temperatures patchy frost,Showers clearing south this afternoon Temperatures below average in the north and east Patchy frost tonight
2024-04-19_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-19_180000.npy,cloud cover temperatures patchy frost patchy rain,uncertainties re. cloud cover temperatures below average in the north and east patchy frost tonight patchy rain developing along a narrower colder/cloudy zone into Sunday
2024-04-20_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-20_000000.npy,cloud cover temperatures patchy frost patchy rain,uncertainties re. cloud cover temperatures below average in the north and east patchy frost tonight patchy rain developing along a narrower colder/cloudy zone into Sunday
2024-04-20_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-20_060000.npy,cloud cover Temperatures Patchy rain,uncertainties re. cloud cover Temperatures below average in the north and east Patchy rain developing a long a narrower colder/cloudy zone into Sunday
2024-04-20_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-20_120000.npy,Temperatures Patchy rain,Temperatures below average in the north and east Patchy rain developing along a narrower colder/cloudy zone into Sunday
2024-04-20_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-20_180000.npy,Temperatures Patchy rain,Temperatures below average in the north and east Patchy rain developing along a narrower colder/cloudy zone into Sunday
2024-04-21_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-21_000000.npy,Temperatures Rain,Temperatures below average in the north and east Rain developing along a narrower colder/cloudy zone into Sunday
2024-04-21_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-21_060000.npy,Temperatures Rain,Temperatures below average in the north and east Rain developing along a narrower colder/cloudy zone into Sunday
2024-04-21_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-21_120000.npy,Temperatures Rain,"Temperatures below average in the north and east Rain along a narrower colder/cloudy corridor Sunday night, continuing south during Monday"
